	회사코드	회사명	업종코드	상장주식수	자본금	액면가	통화구분	대표전화	주소
1063	001770	신화실업	32401	1214878	6074390000	5000	원(KRW)	031-499-9922	경기도 안산시 단원구  번영2로 31 (성곡동시화4다706)
1064	056700	신화인터텍	32202	29135091	14567545500	500	원(KRW)	041-590-3300	충남 천안시 동남구 병천면 매봉로 308 
1065	187270	신화콘텍	32801	10143845	5071922500	500	원(KRW)	031-432-1527	경기도 안양시 만안구 일직로94번길 3 (석수동)
1066	004080	신흥	74605	9600000	6733070000	500	원(KRW)	02-6366-2000	서울특별시 중구 청파로 450  (중림동) 신흥빌딩 8층 재경팀
1067	243840	신흥에스이씨	32802	6768526	16921315000	2500	원(KRW)	031-378-8141	경기도 오산시 양산로 48 
1068	108320	실리콘웍스	32601	16264300	8132150000	500	원(KRW)	042-712-7700	대전광역시 유성구  테크노2로 222 
1069	222800	심텍	32602	31854143	15927071500	500	원(KRW)	043-269-9000	충청북도 청주시 흥덕구 산단로 73 
1070	036710	심텍홀딩스	32604	38288234	19144117000	500	원(KRW)	043-909-8000	충청북도 청주시 흥덕구 산단로 73 
1071	160980	싸이맥스	32902	10924243	5462121500	500	원(KRW)	070-7732-5300	경기도 화성시 동탄면 동탄산단2길 47 (주)싸이맥스 
1072	217330	싸이토젠	137001	5633864	2816932000	500	원(KRW)	02-6925-1070	서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 8층
1073	102280	쌍방울	31401	139359627	69679813500	500	원(KRW)	02-3485-6000	서울특별시 중구 퇴계로 390 - 
1074	003410	쌍용양회공업	32303	503859595	505403280000	1000	원(KRW)	02-2270-5114	서울특별시 중구 수표로 34 씨티센터타워 7~9층
1075	003620	쌍용자동차	33001	149840002	749200010000	5000	원(KRW)	031-610-1114	경기도 평택시  동삭로 455-12 
1076	010280	쌍용정보통신	106201	40464034	40464034000	1000	원(KRW)	02-2262-8114	서울특별시 중구 수표로 34 씨티센터타워 5층
1077	004770	써니전자	32601	34845011	18372505500	500	원(KRW)	043-853-1760	충청북도 충주시  목행산단2로 59 
1078	217320	썬테크	32801	1050000	525000000	500	원(KRW)	061-721-2222	전라남도 순천시 해룡면 율촌산단4로 101 
1079	208640	썸에이지	105802	124921731	12492173100	100	원(KRW)	070-4349-1330	경기도 성남시 분당구 판교로 242 C동 10층(삼평동 판교디지털센터) 
1080	222420	쎄노텍	32309	40158175	4015817500	100	원(KRW)	055-584-9183	경상남도 함안군 가야읍 함마대로 1256-40 사내리 1257 1256
1081	037760	쎄니트	32401	33832921	16916460500	500	원(KRW)	02-598-1250	경상남도 의령군  의령읍 구룡로4남길 53 
1082	136510	쎄미시스코	32902	5637679	2818839500	500	원(KRW)	031-237-3425	경기도 수원시 권선구  산업로 94 
1083	099320	쎄트렉아이	33103	7268487	3634243500	500	원(KRW)	042-365-7500	대전광역시 유성구  유성대로1628번길 21 (주)쎄트렉아이 
1084	015540	쎌마테라퓨틱스	147509	11276903	5638451500	500	원(KRW)	02-566-3285	서울특별시 강남구 테헤란로 419 강남파이낸스플라자 14층
1085	049960	쎌바이오텍	32101	9400000	4700000000	500	원(KRW)	031-987-6205-7	경기 김포시 월곶면 개곡리 134 
1086	050890	쏠리드	32604	52185175	26092587500	500	원(KRW)	031-627-6000	경기도 성남시 분당구 판교역로 220 쏠리드스페이스 
1087	066790	씨씨에스	106002	45976167	22988083500	500	원(KRW)	043-850-7104	충북 충주시 용산동 35 
1088	222080	씨아이에스	32902	56331586	5633158600	100	원(KRW)	053-593-1552	대구광역시 동구 팔공로47길 37 -
1089	004920	씨아이테크	33309	24070772	12035386000	500	원(KRW)	02-410-9606	서울특별시 송파구 양재대로 932 가락몰 업무동 11층 동관
1090	236030	씨알푸드	31006	1980000	990000000	500	원(KRW)	043-645-4100	충청북도 제천시 바이오밸리1로 85 
1091	103660	씨앗	32004	4117480	2058740000	500	원(KRW)	062-940-7200	광주광역시 광산구 평동산단로169번길 40(월전동) 
1092	245450	씨앤에스링크	32604	1579960	789980000	500	원(KRW)	070-8786-6458	경기도 성남시 중원구 갈마치로288번길 1412층 1206호(상대원동 성남에스케이브이1타워) 
1093	264660	씨앤지하이테크	32902	8405480	4202740000	500	원(KRW)	031-659-9803	경기도 안성시 원곡면 승량길 162 
1094	297090	씨에스베어링	32901	9461400	4730700000	500	원(KRW)	055-589-9100	경상남도 함안군 칠서면 공단동길 37 
1095	112610	씨에스윈드	32501	17285715	8642857500	500	원(KRW)	041-901-1800	충청남도 천안시 서북구 동서대로 129-12 백석대학빌딩
1096	115530	씨엔플러스	32602	60094725	6009472500	100	원(KRW)	032-813-0970	경기도 시흥시 시화벤처로 305 B동(정왕동)
1097	225330	씨엠에스에듀	168505	18634628	9476384000	500	원(KRW)	02-552-8500	서울특별시 서초구 동작대로 234 CMS M빌딩 5~8층 
1098	115480	씨유메디칼	32701	23019053	11509526500	500	원(KRW)	033-747-7657	강원도 원주시  문막읍 동화공단로 130-1 
1099	189330	씨이랩	105802	2287142	1143571000	500	원(KRW)	02-2039-3147	서울특별시 강남구 언주로 6173층 
1100	096530	씨젠	32103	26234020	13117010000	500	원(KRW)	02-2240-4036	서울특별시 송파구 오금로 91(방이동) 7층 
1101	900120	씨케이에이치	116409	110404457	5520223	0.05	미국달러(USD)	86-1395-0486-047	P.O Box 31119 Grand Pavilion Hibiscus Way 802 West Bay Road Grand Cayman KYI - 1205 Cyaman Islands -
1102	101240	씨큐브	32001	10138184	5069092000	500	원(KRW)	043-531-2500	충청북도 진천군  진천읍 성중로 144 시큐브 
1103	060590	씨티씨바이오	32102	20935612	10467806000	500	원(KRW)	070-4033-0200	서울특별시 송파구 중대로 296 삼보빌딩 6층 
1104	260930	씨티케이코스메틱스	32004	10122151	5061075500	500	원(KRW)	031-698-4297	서울특별시 서초구 효령로 234 씨티케이코스메틱스
1105	013990	아가방컴퍼니	74604	32887536	16443768000	500	원(KRW)	02-527-1300	서울특별시 강남구 테헤란로 207 아가방빌딩 
1106	123860	아나패스	32601	10127700	5063850000	500	원(KRW)	02-6922-7400	서울특별시 구로구 디지털로31길 61 신세계아이앤씨빌딩 6층 7층
1107	025980	아난티	95501	84853309	8485330900	100	원(KRW)	02-6742-1500	충청북도 진천군  백곡면 배티로 818-105 
1108	008700	아남전자	32605	77124820	38562410000	500	원(KRW)	02-6424-4700	서울특별시 구로구 디지털로27가길 27아남빌딩 
1109	058220	아리온	32604	38974244	19487122000	500	원(KRW)	031-361-3000	경기도 안양시 동안구 부림로170번길 44 아트뷰빌딩 2층
1110	125210	아모그린텍	32602	16496790	8248395000	500	원(KRW)	031-987-3383	경기도 김포시 통진읍 김포대로1950번길 91 
1111	090430	아모레퍼시픽	32004	58458490	34508160000	500	원(KRW)	02-6040-5114	서울특별시 용산구 한강대로 100 (한강로2가) 
1112	002790	아모레퍼시픽그룹	32004	82458180	47997075000	500	원(KRW)	02-6040-5114	서울특별시 용산구 한강대로 100 (한강로2가) 
1113	052710	아모텍	32602	9743406	4871703000	500	원(KRW)	(031)989-0506	인천 남동구 남촌동 617 남동공단 5블럭 1롯트 
1114	074430	아미노로직스	74607	87826844	8782684400	100	원(KRW)	02-761-4570	서울특별시 강남구 역삼로 151 삼오빌딩3층 301호 
1115	092040	아미코젠	31007	19207010	9603505000	500	원(KRW)	055-759-6161	경상남도 진주시 진성면 동부로1259번길 64 
1116	083930	아바코	32902	15996505	7998252500	500	원(KRW)	053-583-8150	대구 달서구 월암동 1107번지 
1117	149950	아바텍	32602	15607500	8153750000	500	원(KRW)	053-592-4060	대구광역시 달서구 달서대로 85길 100 
1118	036010	아비코전자	32602	13292934	6896467000	500	원(KRW)	031-730-5114	경기도 성남시 중원구  둔촌대로388번길 31 
1119	002030	아세아	137105	2191024	10955120000	5000	원(KRW)	02-527-6582	서울특별시 강남구  논현로 430 아세아타워빌딩 14층
1120	183190	아세아시멘트	32303	3895809	19479045000	5000	원(KRW)	02-527-6582	서울 강남구 역삼2동 726 아세아타워빌딩 14층 
1121	002310	아세아제지	31702	8956502	44782510000	5000	원(KRW)	02-527-6882	서울특별시 강남구  논현로 430 
1122	050860	아세아텍	32902	17500000	8750000000	500	원(KRW)	535807777	대구 달성군 유가면 금리 168
1123	246720	아스타	32103	11482523	5741261500	500	원(KRW)	031-888-9596	경기도 수원시 영통구 광교로 145 11층(이의동 차세대융합기술연구원 에이동) 
1124	067390	아스트	33103	25679652	13091826000	500	원(KRW)	055-851-7000	경상남도 사천시 사남면 공단1로 23-65 
1125	127710	아시아경제	106301	25508734	12754367000	500	원(KRW)	02-2200-2197	서울특별시 중구 충무로 29 아시아미디어타워 10층11층 
1126	267850	아시아나IDT	106201	11100000	5550000000	500	원(KRW)	02-6303-3040	서울특별시 종로구 우정국로 26 에이동 21층 22층(표시층 23층 25층)(공평동 센트로폴리스)
1127	020560	아시아나항공	85101	223235294	1116176470000	5000	원(KRW)	02-2669-3114	서울특별시 강서구  오정로 443-83 
1128	154030	아시아종묘	10101	9530732	4765366000	500	원(KRW)	02-449-9161	서울특별시 송파구 송파대로 167 B동 5층 513-1호 (문정동 문정역 테라타워)
1129	227610	아우딘퓨쳐스	32004	10000000	5000000000	500	원(KRW)	02-571-2432	서울특별시 강남구 테헤란로 508 해성2빌딩 (대치동 해성2빌딩 15층) 
1130	143160	아이디스	32604	10716390	5358195000	500	원(KRW)	031-723-5425	대전 유성구 관평동 1301
1131	054800	아이디스홀딩스	137106	10347756	5173878000	500	원(KRW)	042-933-9677	대전 유성구 관평동 1301 
1132	122900	아이마켓코리아	74608	35393340	18166670000	500	원(KRW)	02-3708-5678	서울특별시 강남구 삼성로 512 삼성동빌딩 16층
1133	099190	아이센스	32701	13737238	6868619000	500	원(KRW)	02-916-6191	서울특별시 서초구 반포대로28길 43 아이센스 빌딩
1134	289010	아이스크림에듀	105801	12864037	6432018500	500	원(KRW)	02-1544-0910	서울특별시 강남구 테헤란로88길 15 (대치동)
1135	214430	아이쓰리시스템	32602	7106760	3580660000	500	원(KRW)	070-4162-0781	대전광역시 유성구 테크노5로 69 
1136	040910	아이씨디	32902	17802695	8901347500	500	원(KRW)	031-678-3333	경기도 안성시  대덕면 만세로 274 
1137	068940	아이씨케이	32602	31179722	6235944400	200	원(KRW)	053-592-3433	대구광역시 달서구  호산동로7길 17 
1138	052860	아이앤씨	32601	17614304	8807152000	500	원(KRW)	031-696-3300	경기도 성남시 분당구 판교로255번길 24 
1139	010780	아이에스동서	32302	30892606	15446303000	500	원(KRW)	02-3218-6701	서울특별시 강남구  영동대로 741 
1140	069920	아이에스이커머스	74709	25826362	12913181000	500	원(KRW)	02-2191-3500	서울특별시 강남구 영동대로 648 (삼성동삼안빌딩 5층)
1141	038880	아이에이	32602	241417281	24141728100	100	원(KRW)	02  -3015-1300	서울특별시 송파구  송파대로22길 5-23  
1142	123010	아이에이네트웍스	32602	40245144	4024514400	100	원(KRW)	043-218-7866	충청북도 청주시 흥덕구 옥산면 과학산업1로 114 
1143	003560	아이에이치큐	105901	146235748	73117874000	500	원(KRW)	02-6005-6000	서울특별시 강남구 선릉로 629 싸이더스HQ타워
1144	307180	아이엘사이언스	32804	20997273	2099727300	100	원(KRW)	031-757-5100	경기도 성남시 중원구 마지로 123-1 아이엘밸리
1145	101390	아이엠	32602	42223170	21111585000	500	원(KRW)	031-231-3114	경기도 용인시 기흥구 탑실로35번길 8-4 -
1146	090740	아이엠이연이	32602	18898551	9449275500	500	원(KRW)	041-620-1500	충청남도 천안시 서북구  직산읍 4산단6길 77 
1147	226350	아이엠텍	32602	43543747	21771873500	500	원(KRW)	031-8071-2581	경기도 파주시 월롱면 엘지로 274-43 
1148	078860	아이오케이	105901	50750542	25375271000	500	원(KRW)	02-6743-5600	서울특별시 강남구 도산대로 414 한성청담빌딩 13층 
1149	114810	아이원스	32902	13415919	6707959500	500	원(KRW)	031-238-7785	경기도 안성시 고삼면 안성대로 2061 (가유리 777-1)
1150	031310	아이즈비전	106102	15772574	7886287000	500	원(KRW)	02-6330-5038	서울특별시 동작구 여의대방로62길 1 2층
1151	185490	아이진	137001	11488555	5744277500	500	원(KRW)	02-322-1687	서울특별시 강서구 양천로 401 B동 910호 (가양동 강서한강자이타워) 
1152	059100	아이컴포넌트	32602	7070860	3535430000	500	원(KRW)	031-719-4316	경기도 평택시 팽성읍 추팔산단1길 23 
1153	149010	아이케이세미콘	32601	3120000	1560000000	500	원(KRW)	02-3153-7090	서울특별시 마포구 성암로 179 8층 (상암동한샘상암)
1154	175250	아이큐어	32102	7363196	3681598000	500	원(KRW)	02-6959-6909	서울특별시 강남구 봉은사로104길 10 7층 
1155	052460	아이크래프트	106201	14607936	7303968000	500	원(KRW)	(02)541-0474	서울특별시 강남구  언주로 726 두산빌딩 12층
1156	119830	아이텍	137309	11047417	5523708500	500	원(KRW)	031-436-2302	경기도 화성시 동탄면 동탄산단4길 9-15 -
1157	052770	아이톡시	105802	7291079	3645539500	500	원(KRW)	02-6207-7111	서울특별시 강남구 도산대로 541 세신빌딩 11층 
1158	124500	아이티센	106201	19907333	9953666500	500	원(KRW)	02-3497-8300	서울특별시 서초구 반포대로13 아이티센빌딩 
1159	084850	아이티엠반도체	32602	22855623	11427811500	500	원(KRW)	043-270-6700	충청북도 청주시 청원구 오창읍 양청3길 60 
1160	223220	아이피몬스터	105802	8083630	808363000	100	원(KRW)	031-714-9909	광주광역시 남구 송암로 60 광주 CGI센터 402호
1161	027360	아주IB투자	116409	118714050	59357025000	500	원(KRW)		서울특별시 강남구 테헤란로 201 아주빌딩 4 5층 
1162	033660	아주캐피탈	116409	57545890	287729450000	5000	원(KRW)	02-2017-5400	대전광역시 서구 대덕대로 239 
1163	032080	아즈텍WB	31304	21491029	10745514500	500	원(KRW)	051 -202 -3101	부산광역시 사하구 하신번영로 99 
1164	013310	아진산업	33003	36607422	18303711000	500	원(KRW)	053-856-9100	경상북도 경산시 진량읍 공단8로26길 40 
1165	059120	아진엑스텍	32601	6945915	3472957500	500	원(KRW)	053-593-3700	대구광역시 달서구 성서공단로11길 27 
1166	158430	아톤	105802	4353577	2176788500	500	원(KRW)	02-786-4273	서울특별시 마포구 성암로 189 1201호(상암동 중소기업디엠씨타워) 
1167	149300	아퓨어스	32101	27065584	13532792000	500	원(KRW)	031-683-0643	경기도 평택시 청북읍 한산길 44 
1168	067160	아프리카TV	105802	11494767	5747383500	500	원(KRW)	031-622-8380	경기도 성남시 분당구  판교로228번길 15 판교7벤처밸리3 1단지 2동 201 901호
1169	001540	안국약품	32102	13042420	6521210000	500	원(KRW)	02  -3289-4221	서울 영등포구 대림동 993-75 
1170	053800	안랩	105802	10013855	5182644500	500	원(KRW)	031-722-8000	경기도 성남시 분당구  판교역로 220  
1171	251280	안지오랩	137001	2250360	1125180000	500	원(KRW)	042-867-5785	대전광역시 유성구 테크노3로 65 
1172	065660	안트로젠	74607	8955967	4477983500	500	원(KRW)	02-2104-0391	서울특별시 금천구 디지털로 130 405호(가산동 남성플라자) 
1173	297570	알로이스	32604	17329414	1732941400	100	원(KRW)	070-8680-5501	경기도 성남시 중원구 양현로405번길 4-5 6층
1174	001780	알루코	32402	74524102	37262051000	500	원(KRW)	042-605-8300	대전광역시 대덕구  대화로119번길 31 
1175	260660	알리코제약	32103	9821575	4910787500	500	원(KRW)	02-585-0004	서울특별시 서초구 바우뫼로27길 7-21 (양재동)
1176	131370	알서포트	105802	53267083	5326708300	100	원(KRW)	070-7011-3900	서울특별시 송파구 위례성대로 10 8층 9층 10층 11층 12층 (방이동 에스타워)
1177	140670	알에스오토메이션	32602	9103140	4551570000	500	원(KRW)	031-685-9300	경기도 평택시 진위면 진위산단로 38 
1178	096610	알에프세미	32601	8857881	4428940500	500	원(KRW)	042-823-9682	대전광역시 유성구 죽동로 141 - 
1179	061040	알에프텍	32604	25327055	12663527500	500	원(KRW)	031-322-1114	경기도 용인시 처인구  원삼면 죽양대로1763번길 60 알에프텍 
1180	148250	알엔투테크놀로지	32602	7037317	3518658500	500	원(KRW)	031-376-5400	경기도 화성시 동탄면 동탄산단9길 11 
1181	196170	알테오젠	137001	13995950	6997975000	500	원(KRW)	042-384-8780	대전광역시 유성구 유성대로1628번길 62 (전민동 461-38번지)
1182	123750	알톤스포츠	33109	12746297	6373148500	500	원(KRW)	02-422-0574	경기도 성남시 분당구 판교로256번길 25 (삼평동 제씨동) 8층 
1183	085810	알티캐스트	105802	21223160	10987352000	500	원(KRW)	02-2007-7700	서울특별시 서초구 반포대로 27파크빌딩 6층 
1184	117670	알파홀딩스	32601	19067579	9533789500	500	원(KRW)	070-4600-0000	경기도 성남시 분당구 삼평동 688-1 엠텍아이티타워 8층 
1185	293780	압타바이오	137001	11016233	5508116500	500	원(KRW)	031-660-7310	경기도 용인시 기흥구 흥덕1로 13 타워동 에이504호(영덕동 흥덕아이티밸리) 
1186	267810	앙츠	199501	1547000	773500000	500	원(KRW)	02-2677-9915	서울특별시 영등포구 여의서로 43(여의도동 11-11 제4층 제401호) 
1187	018250	애경산업	32004	26409935	26409935000	1000	원(KRW)	02-768-2000	서울특별시 마포구 양화로 188 -
1188	161000	애경유화	32001	32040000	16020000000	500		02-850-2000	서울특별시 구로구  공원로 7 
1189	196300	애니젠	32101	5016165	2508082500	500	원(KRW)	062-714-1166	광주광역시 북구 첨단과기로 333 광주테크노파크 시험생산동 206호 
1190	310200	애니플러스	105901	27917439	2791743900	100	원(KRW)	02-3774-7117	10 Gukjegeumyung-ro Yeongdeungpo-gu Seoul Republic of Korea 28F Three IFC 
1191	179530	애드바이오텍	32102	1651735	825867500	500	원(KRW)	033-261-4907	강원도 춘천시 동내면 거두단지1길 39 
1192	205500	액션스퀘어	105802	41332645	20666322500	500	원(KRW)	02-568-7161	서울특별시 강남구 삼성로 524 2층(삼성동 세화빌딩)
1193	052790	액토즈소프트	105802	11330638	5665319000	500	원(KRW)	(02)747-8260	서울특별시 강남구 테헤란로44길 8 아이콘역삼빌딩 10층~15층 
1194	131400	액트	32602	22891045	11445522500	500	원(KRW)	053-593-8560	대구광역시 달서구 성서로35길 26 
1195	290740	액트로	32602	10065011	5032505500	500	원(KRW)	031-689-4567	경기도 용인시 기흥구 흥덕1로 13 제타워동 35층 제에이3504호
1196	238090	앤디포스	32202	51446859	10289371800	200	원(KRW)	070-7662-2121	충청북도 음성군 대소면 한삼로 224-7 
1197	092600	앤씨앤	32601	20947500	10473750000	500	원(KRW)	02-3460-4700	경기도 성남시 분당구 판교로 323 (삼평동) 
1198	174900	앱클론	32103	7196000	3598000000	500	원(KRW)	02-2109-1294	서울특별시 구로구 디지털로 285 에이스트윈타워 1차 1401호 
1199	255440	야스	32902	13058000	6569000000	500	원(KRW)	031-904-8591	경기도 파주시 탄현면 한산로 69 
1200	030960	양지사	31801	15980000	7990000000	500	원(KRW)	02  -865 -0041	경기도 김포시 양촌읍 황금1로 131 
1201	102120	어보브반도체	32601	17459653	8729826500	500	원(KRW)	02-2193-2200	충청북도 청원군 오창읍 각리1길 93- 
1202	224810	엄지하우스	64204	4200000	2100000000	500	원(KRW)	02-550-7840	서울특별시 강남구 테헤란로28길 25- 
1203	019990	에너토크	32901	9756088	4878044000	500	원(KRW)	02-555-0883	경기도 여주군  능서면 능여로 344 
1204	011090	에넥스	33201	59991641	29995820500	500	원(KRW)	02-2185-2000	서울특별시 서초구 서초대로73길 40(서초동) 
1205	208890	에듀파트너	168507	2150820	2150820000	1000	원(KRW)	02-6337-5500	서울특별시 마포구 양화로 125 8층(서교동경남관광빌딩) 
1206	041440	에버다임	32902	17915944	8957972000	500	원(KRW)	(043)530-3300	충청북도 진천군  진천읍 부영길 49 
1207	270660	에브리봇	32805	1123380	561690000	500	원(KRW)	031-759-8917	경기도 성남시 분당구 운중로243번길 4-7 (판교동)
1208	038680	에스넷	106201	16075215	8037607500	500	원(KRW)	02  -3469-2939	서울특별시 강남구 선릉로 514 성원빌딩 
1209	217480	에스디생명공학	32004	22415066	11207533000	500	원(KRW)	02-583-1846	서울특별시 강서구 마곡중앙8로1길 66 - 
1210	121890	에스디시스템	32602	9047578	4523789000	500	원(KRW)	070-8299-5926	경기도 성남시 중원구  갈마치로244번길 31 613(상대원동 현대아이밸리)
1211	097780	에스맥	32604	261145602	52229120400	200	원(KRW)	031-895-2100	경기도 평택시 산단로 241- 
1212	073070	에스모	33003	125675763	12567576300	100	원(KRW)	052-259-8331	울산 울주군 웅촌면 대대리 1644-295 
1213	087730	에스모 머티리얼즈	32002	9768571	4884285900	500	원(KRW)	063-900-7200	전라북도 익산시  석암로 99 엘지화학익산공장 내 
1214	042110	에스씨디	32805	48329564	24164782000	500	원(KRW)	031 -329 -5555	경기도 용인시 처인구  남사면 형제로17번길 21 
1215	298060	에스씨엠생명과학	32102	11751351	5875675500	500	원(KRW)	032-881-3600	인천광역시 연수구 갯벌로145번길 7-7 (송도동 에스씨엠생명과학(주))
1216	065420	에스아이리소스	20501	64603964	6460396400	100	원(KRW)	02-780-2388	서울특별시 종로구 새문안로 68 9층 
1217	270210	에스알바이오텍	32004	806808	403404000	500	원(KRW)	031-726-3134	경기도 성남시 중원구 둔촌대로 484 시콕스타워 B101호 
1218	103230	에스앤더블류	32901	7200000	3600000000	500	원(KRW)	051-205-7411	부산광역시 사하구  다대로170번길 29 
1219	260970	에스앤디	31007	303642	1518210000	5000	원(KRW)	043-710-8000	충청북도 청주시 흥덕구 오송읍 오송생명4로 163 
1220	900080	에스앤씨엔진그룹	116409	123759593	641928600	0	중국위안(CNY)	852-2940-7730	235 Wing Lok Street，Hong Kong Unit 26B 235 Wing Lok Street Trade Centre
1221	101490	에스앤에스텍	32602	19735331	9867665500	500	원(KRW)	053-589-1600	대구광역시 달서구  호산동로 42 
1222	095910	에스에너지	32801	14282895	7141447500	500	원(KRW)	070-4339-7100	경기도 성남시 분당구 판교역로241번길 20 (삼평동 미래에셋타워 3층)
1223	275630	에스에스알	105802	5794561	2897280500	500	원(KRW)	02-6959-0129	서울특별시 구로구 디지털로26길 111 160616071608호 (구로동 제이앤케이디지털타워) 
1224	031330	에스에이엠티	74605	99995067	49997533500	500	원(KRW)	02-3458-9000	서울특별시 강남구  영동대로 315 대경빌딩 
1225	060540	에스에이티	32702	26133306	13066653000	500	원(KRW)	031-450-1400	경기도 군포시  엘에스로 175 (산본동 에스에이타워7층)
1226	158300	에스에이티이엔지	32902	3306335	1653167500	500	원(KRW)	031-433-4711	경기도 시흥시 엠티브이26로58번길 25 (정왕동)
1227	056190	에스에프에이	32902	35908760	17954380000	500	원(KRW)	031-379-1793	경기도 화성시 동탄면 영천로 38 
1228	080000	에스엔유	32902	34322870	17161435000	500	원(KRW)	041-536-1500	충청남도 아산시 둔포면 아산밸리남로 124 
1229	086460	에스엔피제네틱스	137001	1823850	911925000	500	원(KRW)	02-3273-1671	서울특별시 마포구 백범로 35 (신수동) 서강대학교 티이관 1007호
1230	005850	에스엘	33003	48203277	24101638500	500	원(KRW)	053-850-8511	대구광역시 북구 검단공단로 32 - 
1231	246250	에스엘에스바이오	137209	6828103	3414051500	500	원(KRW)	031-275-5522	경기도 수원시 영통구 창룡대로 260 광교센트럴비즈타워 7층
1232	041510	에스엠	105902	23449501	11724750500	500	원(KRW)	02-6240-9800	서울특별시 강남구  압구정로 423 캠브리지연립주택 (주)에스엠엔터테인먼트
1233	299670	에스엠비나	31401	5450000	545000000	100	원(KRW)	02-6953-7020	서울특별시 마포구 마포대로 38 6층 601호(도화동 일신빌딩)
1234	007820	에스엠코어	32901	20033946	10016973000	500	원(KRW)	02-2090-9273	서울특별시 마포구  마포대로 20 다보빌딩 
1235	109610	에스와이	32501	25031482	12515741000	500	원(KRW)	031-222-4028	서울특별시 강남구 논현로81길 3 (역삼동) 보성빌딩
1236	012750	에스원	147503	37999178	18999589000	500	원(KRW)	00-1588-3112	서울 중구 순화동 168 에스원빌딩 17층 총무팀
1237	306040	에스제이그룹	31501	9865828	4932914000	500	원(KRW)	02-3433-6518	서울특별시 강남구 언주로 337 5층 9층 (역삼동 동영문화센터) 
1238	123700	에스제이엠	33003	15604898	7802449000	500	원(KRW)	031-490-3838	경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠
1239	025530	에스제이엠홀딩스	74502	14934008	7467004000	500	원(KRW)	031-491-4151	경기도 안산시 단원구 별망로459번길 20 
1240	080440	에스제이케이	74607	13325960	6662980000	500	원(KRW)	02-2106-2309	서울특별시 금천구 벚꽃로 278 SJ테크노빌 205호
1241	217910	에스제이켐	32001	12990522	1299052200	100	원(KRW)	041-881-9454	전라북도 익산시 왕궁면 무왕로 2243-23 
1242	326030	에스케이바이오팜	137001	78313250	39156625000	500	원(KRW)	031-8093-0114	경기도 성남시 분당구 판교역로 221 
1243	224020	에스케이씨에스	32202	2700000	1350000000	500	원(KRW)	031-761-7703	경기도 광주시 초월읍 산수로554번길 47 
1244	096630	에스코넥	32604	65265724	13053144800	200	원(KRW)	031-799-0700	경기도 광주시  오포읍 마루들길172번길 30 
1245	069510	에스텍	32605	10910000	5455000000	500	원(KRW)	(055)370-2200	경상남도 양산시  유산공단9길 22 
1246	041910	에스텍파마	32102	11898263	5949131500	500	원(KRW)	031-831-4800	경기도 화성시 향남읍 발안공단로 25 
1247	234300	에스트래픽	106201	11921180	5960590000	500	원(KRW)	031-601-3500	경기도 성남시 분당구 판교로 338(삼평동) 
1248	039440	에스티아이	32902	15830000	7915000000	500	원(KRW)	031-653-4380	경기도 안성시 공도읍 봉기길 1 
1249	098660	에스티오	31401	12500976	6250488000	500	원(KRW)	02-2093-2500	서울특별시 강서구  양천로 583 우림블루나인 (염창동 우림블루나인비즈니스센터비동 15층)
1250	052020	에스티큐브	74605	30385009	15192504500	500	원(KRW)	02-551-3370	서울특별시 강남구  영동대로 511 2201(삼성동 무역센터 트레이드타워)
1251	237690	에스티팜	32102	18656000	9328000000	500	원(KRW)	02-527-6300	경기도 시흥시 협력로 231(정왕동 시화공단 1나 802호) 
1252	050760	에스폴리텍	32202	16334678	8167339000	500	원(KRW)	043-536-9191	충청북도 진천군  덕산면 한삼로 275 에스폴리텍 
1253	288620	에스퓨얼셀	32801	5744316	2872158000	500	원(KRW)	070-4613-4900	경기도 성남시 중원구 둔촌대로 546 유투오코리아빌딩 3층 
1254	317830	에스피시스템스	32902	8145700	814570000	100	원(KRW)	055-371-5608	경상남도 양산시 어곡공단로 123 
1255	058610	에스피지	32801	20876975	10438487500	500	원(KRW)	(032)820-8200	인천광역시 남동구  청능대로289번길 45 (고잔동 남동공단 67B12L)
1256	043340	에쎈테크	32901	72000000	36000000000	500	원(KRW)	063-440-6561	전라북도 군산시 자유무역2길 15 (오식도동 군산자유무역표준공장 7동)
1257	023960	에쓰씨엔지니어링	64102	25016587	12508293500	500	원(KRW)	02-2167-9090	서울특별시 영등포구 국제금융로 52 심팩빌딩 3~5층
1258	298690	에어부산	85101	52070000	52070000000	1000	원(KRW)	1666-3060	부산광역시 강서구 유통단지1로57번가길 6 
1259	054630	에이디칩스	33309	45444459	22722229500	500	원(KRW)	(031)463-7500	경기도 안양시 동안구  학의로 282 A동 22층(관양동 금강펜테리움IT타워) 
1260	200710	에이디테크놀로지	32601	12469301	6529409000	500	원(KRW)	031-776-7575	경기도 성남시 분당구 대왕판교로644번길 49801호(삼평동 디티씨타워) 
1261	096690	에이루트	32603	7941116	3970558000	500	원(KRW)	070-5147-1886	경기도 오산시  가장산업동로 28-6 
1262	140910	에이리츠	126801	3792775	18963875000	5000	원(KRW)	02-2077-5800	서울특별시 강남구 언주로 711 9층(논현동 건설공제조합)
1263	078520	에이블씨엔씨	32004	27033459	13516729500	500	원(KRW)	02-2199-0123	서울특별시 서초구 서초대로38길 12 13층 (서초동 마제스타시티타워원)
